Latitude,Longitude,Speed,Address,Distance,Calculated Speed,Map Location,Map Address
2019-03-02 22:25:00,45.5570258,-73.6084121,30,"2530 Rue Villeray, Montréal, QC H2A 1C6, Canada",0,0,"https://www.google.com/maps/place/45.5570258,-73.6084121",https://www.google.com/maps/place/2530+Rue+Villeray%2C+Montr%C3%A9al%2C+QC+H2A+1C6%2C+Canada
2019-03-02 22:26:00,45.5571269,-73.6085677,30,"2530 Rue Villeray, Montréal, QC H2A 1C6, Canada",0.01654565009004413,0.9927390054026478,"https://www.google.com/maps/place/45.5571269,-73.6085677",https://www.google.com/maps/place/2530+Rue+Villeray%2C+Montr%C3%A9al%2C+QC+H2A+1C6%2C+Canada
2019-03-02 22:27:00,45.5567288,-73.6089647,30,"D'Iberville / Villeray, Montréal, QC, Canada",0.05405088175338684,3.2430529052032107,"https://www.google.com/maps/place/45.5567288,-73.6089647",https://www.google.com/maps/place/D%27Iberville+%2F+Villeray%2C+Montr%C3%A9al%2C+QC%2C+Canada
2019-03-02 22:28:00,45.5536486,-73.6019695,30,"Station D'Iberville (Jean-Talon / D'Iberville), Montréal, QC, Canada",0.6441150102099678,38.64690061259807,"https://www.google.com/maps/place/45.5536486,-73.6019695",https://www.google.com/maps/place/Station+D%27Iberville+%28Jean-Talon+%2F+D%27Iberville%29%2C+Montr%C3%A9al%2C+QC%2C+Canada
2019-03-02 22:29:00,45.5517028,-73.6037075,30,"Jean-Talon / Louis-Hémon, Montréal, QC H2E 2T5, Canada",0.2554854896498043,15.329129378988256,"https://www.google.com/maps/place/45.5517028,-73.6037075",https://www.google.com/maps/place/Jean-Talon+%2F+Louis-H%C3%A9mon%2C+Montr%C3%A9al%2C+QC+H2E+2T5%2C+Canada
2019-03-02 22:30:00,45.5513271,-73.6040187,30,"2202 Rue Jean-Talon Est, Montréal, QC H2E 2S4, Canada",0.04834920330100002,2.900952198060001,"https://www.google.com/maps/place/45.5513271,-73.6040187",https://www.google.com/maps/place/2202+Rue+Jean-Talon+Est%2C+Montr%C3%A9al%2C+QC+H2E+2S4%2C+Canada
2019-03-02 22:31:00,45.5497268,-73.6005533,30,"6895 Rue Sagard, Montréal, QC H2G 1C6, Canada",0.32359481189628386,19.415688713777033,"https://www.google.com/maps/place/45.5497268,-73.6005533",https://www.google.com/maps/place/6895+Rue+Sagard%2C+Montr%C3%A9al%2C+QC+H2G+1C6%2C+Canada
2019-03-02 22:32:00,45.5512069,-73.5992765,30,"2370 Rue Bélanger, Montréal, QC H2G 1E2, Canada",0.19249402394550558,11.549641436730335,"https://www.google.com/maps/place/45.5512069,-73.5992765",https://www.google.com/maps/place/2370+Rue+B%C3%A9langer%2C+Montr%C3%A9al%2C+QC+H2G+1E2%2C+Canada
2019-03-02 22:33:00,45.5551512,-73.5958433,30,"2957 Rue Bélanger, Montréal, QC H1Y 3G4, Canada",0.5142085858426867,30.852515150561203,"https://www.google.com/maps/place/45.5551512,-73.5958433",https://www.google.com/maps/place/2957+Rue+B%C3%A9langer%2C+Montr%C3%A9al%2C+QC+H1Y+3G4%2C+Canada
2019-03-02 22:34:00,45.5573298,-73.5940301,30,"Bélanger / Saint-Michel, Montréal, QC, Canada",0.28069799303205195,16.841879581923116,"https://www.google.com/maps/place/45.5573298,-73.5940301",https://www.google.com/maps/place/B%C3%A9langer+%2F+Saint-Michel%2C+Montr%C3%A9al%2C+QC%2C+Canada
2019-03-02 22:35:00,45.5592529,-73.5994053,30,"Station Saint-Michel (Édicule Est), Montréal, QC H2A 2Z7, Canada",0.47049031135203,28.229418681121796,"https://www.google.com/maps/place/45.5592529,-73.5994053",https://www.google.com/maps/place/Station+Saint-Michel+%28%C3%89dicule+Est%29%2C+Montr%C3%A9al%2C+QC+H2A+2Z7%2C+Canada
2019-03-02 22:36:00,45.5570894,-73.5991049,30,"3120 Rue Jean-Talon Est, Montréal, QC H2A 1V5, Canada",0.2419752176655541,14.518513059933246,"https://www.google.com/maps/place/45.5570894,-73.5991049",https://www.google.com/maps/place/3120+Rue+Jean-Talon+Est%2C+Montr%C3%A9al%2C+QC+H2A+1V5%2C+Canada
2019-03-02 22:37:00,45.5552338,-73.6005318,30,"2610A Rue Jean-Talon Est, Montréal, QC H2A 1V2, Canada",0.23460462739006424,14.076277643403852,"https://www.google.com/maps/place/45.5552338,-73.6005318",https://www.google.com/maps/place/2610A+Rue+Jean-Talon+Est%2C+Montr%C3%A9al%2C+QC+H2A+1V2%2C+Canada
2019-03-02 22:38:00,45.5542497,-73.6014545,30,"2544 Rue Jean-Talon Est, Montréal, QC H2A 1T7, Canada",0.13104994066053044,7.862996439631827,"https://www.google.com/maps/place/45.5542497,-73.6014545",https://www.google.com/maps/place/2544+Rue+Jean-Talon+Est%2C+Montr%C3%A9al%2C+QC+H2A+1T7%2C+Canada
2019-03-02 22:39:00,45.5572697,-73.6083853,30,"2536 Rue Villeray, Montréal, QC H2A 1C6, Canada",0.6363005176392238,38.178031058353426,"https://www.google.com/maps/place/45.5572697,-73.6083853",https://www.google.com/maps/place/2536+Rue+Villeray%2C+Montr%C3%A9al%2C+QC+H2A+1C6%2C+Canada
2019-03-02 23:04:00,45.505431,-73.8109655,30,"2 Avenue Grant, Roxboro, QC H8Y 2V8, Canada",16.818470304299794,40.3643287303195,"https://www.google.com/maps/place/45.505431,-73.8109655",https://www.google.com/maps/place/2+Avenue+Grant%2C+Roxboro%2C+QC+H8Y+2V8%2C+Canada
